ticker,name,asset_class,index_membership,sector,market_cap_bucket,status,validated,validation_error
WKHS,,equity,RUSSELL_2000,Equity,,active,not_checked,
WM,,equity,SP_500,Equity,,active,not_checked,
WMB,,equity,SP_500,Equity,,active,not_checked,
WMS,,equity,RUSSELL_2000,Equity,,active,not_checked,
WMT,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
WOOF,,equity,RUSSELL_2000,Equity,,active,not_checked,
WRB,,equity,SP_500,Equity,,active,not_checked,
WRK,,equity,SP_500,Equity,,active,not_checked,
WSM,,equity,RUSSELL_2000,Equity,,active,not_checked,
WSO,,equity,RUSSELL_2000,Equity,,active,not_checked,
WY,,equity,SP_500,Equity,,active,not_checked,
WYNN,,equity,SP_500,Equity,,active,not_checked,
XEL,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
XOM,,equity,SP_500,Equity,,active,not_checked,
XPO,,equity,RUSSELL_2000,Equity,,active,not_checked,
XRAY,,equity,SP_500,Equity,,active,not_checked,
XYL,,equity,SP_500,Equity,,active,not_checked,
YELP,,equity,RUSSELL_2000,Equity,,active,not_checked,
YETI,,equity,RUSSELL_2000,Equity,,active,not_checked,
YEXT,,equity,RUSSELL_2000,Equity,,active,not_checked,
YOU,,equity,RUSSELL_2000,Equity,,active,not_checked,
YUM,,equity,SP_500,Equity,,active,not_checked,
ZBH,,equity,SP_500,Equity,,active,not_checked,
ZG,,equity,RUSSELL_2000,Equity,,active,not_checked,
ZION,,equity,SP_500,Equity,,active,not_checked,
ZM,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
ZS,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
ZTS,,equity,SP_500,Equity,,active,not_checked,
ZUMZ,,equity,RUSSELL_2000,Equity,,active,not_checked,
